tipo,nombre,direccion,lat,lon,materiales,horario
Contenedor Negro,LA PAMPA 1930,LA PAMPA 1930,-34.56232954560428,-58.44993203996092,,
Contenedor Negro,LA PAMPA 1980,LA PAMPA 1980,-34.56252029787472,-58.450254077972225,,
Contenedor Negro,LA PAMPA 2018,LA PAMPA 2018,-34.56281465713018,-58.45075102051829,,
Contenedor Negro,LA PAMPA 2086,LA PAMPA 2086,-34.563072312914976,-58.451185989781116,,
Contenedor Negro,LA PAMPA 2144,LA PAMPA 2144,-34.56344519315693,-58.451815530273045,,
Contenedor Negro,LA PAMPA 2152,LA PAMPA 2152,-34.56347612710344,-58.451867759032,,
Contenedor Negro,LA PAMPA 2266,LA PAMPA 2266,-34.564073015375406,-58.45287554806062,,
Contenedor Negro,LA PAMPA 2374,LA PAMPA 2374,-34.56468761890839,-58.45391319168272,,
Contenedor Negro,LA PAMPA 2412,LA PAMPA 2412,-34.565002134248566,-58.4544497994216,,
Contenedor Negro,LA PAMPA 2586,LA PAMPA 2586,-34.56585127343663,-58.4559002570973,,
Contenedor Negro,LA PAMPA 2588,LA PAMPA 2588,-34.565858859700896,-58.45591321431744,,
Contenedor Negro,LA PAMPA 2620,LA PAMPA 2620,-34.566127643120375,-58.456372347916925,,
Contenedor Negro,LA PAMPA 2640,LA PAMPA 2640,-34.56620214415195,-58.45649962344815,,
Contenedor Negro,LA PAMPA 2666,LA PAMPA 2666,-34.56629899529343,-58.456665081978116,,
Contenedor Negro,LA PAMPA 2788,LA PAMPA 2788,-34.56690398729071,-58.45769859183906,,
Contenedor Negro,LA PAMPA 2860,LA PAMPA 2860,-34.56730750434903,-58.458474866560145,,
Contenedor Negro,LA PAMPA 2860,LA PAMPA 2860,-34.56730750434903,-58.458474866560145,,
Contenedor Negro,LA PAMPA 2980,LA PAMPA 2980,-34.567931548559386,-58.4595121860651,,
Contenedor Negro,LA PAMPA 3114,LA PAMPA 3114,-34.568905030429,-58.46117279481974,,
Contenedor Negro,LA PAMPA 3188,LA PAMPA 3188,-34.56924513351931,-58.461762784001365,,
Contenedor Negro,LA PAMPA 3250,LA PAMPA 3250,-34.56969810918227,-58.462542875599965,,
Contenedor Negro,LA PAMPA 3320,LA PAMPA 3320,-34.57019291923884,-58.463383946219615,,
Contenedor Negro,LA PAMPA 3452,LA PAMPA 3452,-34.5708728393822,-58.46454483456054,,
Contenedor Negro,LA PAMPA 3520,LA PAMPA 3520,-34.57125883256825,-58.46521091796397,,
Contenedor Negro,LA PAMPA 3532,LA PAMPA 3532,-34.57131510340288,-58.46530827885697,,
Contenedor Negro,LA PAMPA 3600,LA PAMPA 3600,-34.5716339699893,-58.46585999306199,,
Contenedor Negro,LA PAMPA 3678,LA PAMPA 3678,-34.57225939017372,-58.46693552814257,,
Contenedor Negro,"LACROZE, FEDERICO 1612","LACROZE, FEDERICO 1612",-34.563112317347446,-58.43831014541932,,
Contenedor Negro,"LACROZE, FEDERICO 1724","LACROZE, FEDERICO 1724",-34.56392250246263,-58.439025328867295,,
Contenedor Negro,"LACROZE, FEDERICO 1752","LACROZE, FEDERICO 1752",-34.564105003602734,-58.43918644633405,,
Contenedor Negro,"LACROZE, FEDERICO 1796","LACROZE, FEDERICO 1796",-34.56439179066849,-58.43943963234665,,
Contenedor Negro,"LACROZE, FEDERICO 1820","LACROZE, FEDERICO 1820",-34.56475405762372,-58.4397594862317,,
Contenedor Negro,"LACROZE, FEDERICO 1850","LACROZE, FEDERICO 1850",-34.56495041585525,-58.439932866087446,,
Contenedor Negro,"LACROZE, FEDERICO 1860","LACROZE, FEDERICO 1860",-34.5650158685431,-58.43999065955377,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3413","LACROZE, FEDERICO AV. 3413",-34.580030509646406,-58.45067108750625,,
Contenedor Negro,"LACROZE, FEDERICO AV. 1920","LACROZE, FEDERICO AV. 1920",-34.56561980751571,-58.44064877109035,,
Contenedor Negro,"LACROZE, FEDERICO AV. 1955","LACROZE, FEDERICO AV. 1955",-34.565958380309546,-58.44100684221365,,
Contenedor Negro,"LACROZE, FEDERICO AV. 1955","LACROZE, FEDERICO AV. 1955",-34.565958380309546,-58.44100684221365,,
Contenedor Negro,"LACROZE, FEDERICO AV. 1955","LACROZE, FEDERICO AV. 1955",-34.565958380309546,-58.44100684221365,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2019","LACROZE, FEDERICO AV. 2019",-34.56671388868808,-58.441743416711525,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2074","LACROZE, FEDERICO AV. 2074",-34.56707731539957,-58.44206976405862,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2100","LACROZE, FEDERICO AV. 2100",-34.56724684863773,-58.44223506282191,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2179","LACROZE, FEDERICO AV. 2179",-34.567757169311555,-58.44276064200832,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2244","LACROZE, FEDERICO AV. 2244",-34.56834141931254,-58.44330228116247,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2244","LACROZE, FEDERICO AV. 2244",-34.56834141931254,-58.44330228116247,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2306","LACROZE, FEDERICO AV. 2306",-34.568901751715856,-58.44384859913492,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2380","LACROZE, FEDERICO AV. 2380",-34.569650420174064,-58.44457860728067,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2410","LACROZE, FEDERICO AV. 2410",-34.57018754470547,-58.44500319145532,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2415","LACROZE, FEDERICO AV. 2415",-34.5702467341195,-58.445059341766864,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2537","LACROZE, FEDERICO AV. 2537",-34.57193634261359,-58.446044752371435,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2542","LACROZE, FEDERICO AV. 2542",-34.57196839134433,-58.44603980742912,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2544","LACROZE, FEDERICO AV. 2544",-34.57198037319328,-58.44604707511724,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2592","LACROZE, FEDERICO AV. 2592",-34.5722679374322,-58.44622150025791,,
Contenedor Negro,"LACROZE, FEDERICO AV. 2950","LACROZE, FEDERICO AV. 2950",-34.5754341884506,-58.448036066693646,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3051","LACROZE, FEDERICO AV. 3051",-34.576532562510096,-58.448648204891114,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3057","LACROZE, FEDERICO AV. 3057",-34.57657707188258,-58.44867204533876,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3086","LACROZE, FEDERICO AV. 3086",-34.57679208501311,-58.44876337322563,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3154","LACROZE, FEDERICO AV. 3154",-34.57752553599672,-58.44915625114808,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3163","LACROZE, FEDERICO AV. 3163",-34.57759176132163,-58.44921556615012,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3165","LACROZE, FEDERICO AV. 3165",-34.57760646702489,-58.44922344359324,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3236","LACROZE, FEDERICO AV. 3236",-34.57835206948977,-58.44962394860869,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3260","LACROZE, FEDERICO AV. 3260",-34.578523844117974,-58.44972772039289,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3283","LACROZE, FEDERICO AV. 3283",-34.5786875601472,-58.44985099054346,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3383","LACROZE, FEDERICO AV. 3383",-34.57962829061026,-58.45042080236272,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3384","LACROZE, FEDERICO AV. 3384",-34.579636371735475,-58.450401317893004,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3385","LACROZE, FEDERICO AV. 3385",-34.579642544295965,-58.45042944364248,,
Contenedor Negro,"LACROZE, FEDERICO AV. 3420","LACROZE, FEDERICO AV. 3420",-34.58006299404025,-58.450666863433575,,
Contenedor Negro,LAFINUR 2932,LAFINUR 2932,-34.58128534822316,-58.414976014976794,,
Contenedor Negro,LAFINUR 2940,LAFINUR 2940,-34.58121168307179,-58.414927202572386,,
Contenedor Negro,LAFINUR 3080,LAFINUR 3080,-34.579962442167755,-58.41409943477807,,
Contenedor Negro,LAFINUR 3130,LAFINUR 3130,-34.57941993875449,-58.41373997004945,,
Contenedor Negro,LAFINUR 3132,LAFINUR 3132,-34.57940654531228,-58.41373109557849,,
Contenedor Negro,LAFINUR 3220,LAFINUR 3220,-34.578497910966654,-58.4131290500245,,
Contenedor Negro,LAFINUR 3222,LAFINUR 3222,-34.57848900229346,-58.413123147485045,,
Contenedor Negro,LAFINUR 3248,LAFINUR 3248,-34.578138348880685,-58.4128908214914,,
Contenedor Negro,LAFINUR 3356,LAFINUR 3356,-34.57697508649219,-58.412120118353606,,
Contenedor Negro,LAPRIDA 1783,LAPRIDA 1783,-34.58953451420372,-58.402192614046555,,
Contenedor Negro,LAPRIDA 994,LAPRIDA 994,-34.59714255570833,-58.40896444047036,,
Contenedor Negro,LAPRIDA 1024,LAPRIDA 1024,-34.59671512669203,-58.408748254777855,,
Contenedor Negro,LAPRIDA 1026,LAPRIDA 1026,-34.59670379425158,-58.40874252279251,,
Contenedor Negro,LAPRIDA 1146,LAPRIDA 1146,-34.59562018357817,-58.40819845230068,,
Contenedor Negro,LAPRIDA 1148,LAPRIDA 1148,-34.59560133815961,-58.408189060741236,,
Contenedor Negro,LAPRIDA 1234,LAPRIDA 1234,-34.594476476137274,-58.40766676193901,,
Contenedor Negro,LAPRIDA 1236,LAPRIDA 1236,-34.59445255714268,-58.407656636600436,,
Contenedor Negro,LAPRIDA 1374,LAPRIDA 1374,-34.592872852172704,-58.40646027287563,,
Contenedor Negro,LAPRIDA 1380,LAPRIDA 1380,-34.59282392669751,-58.406401862676674,,
Contenedor Negro,LAPRIDA 1450,LAPRIDA 1450,-34.592172131038076,-58.4056095419622,,
Contenedor Negro,LAPRIDA 1488,LAPRIDA 1488,-34.59193782235308,-58.405318265570365,,
Contenedor Negro,LAPRIDA 1552,LAPRIDA 1552,-34.59142577624978,-58.40466998417558,,
Contenedor Negro,LAPRIDA 1554,LAPRIDA 1554,-34.59141581729692,-58.40465709551042,,
Contenedor Negro,LAPRIDA 1695,LAPRIDA 1695,-34.59047599066606,-58.40340670337566,,
Contenedor Negro,LAPRIDA 1727,LAPRIDA 1727,-34.59003576199147,-58.40283813623135,,
Contenedor Negro,LAPRIDA 1729,LAPRIDA 1729,-34.59001786034409,-58.402815081734076,,
Contenedor Negro,LAPRIDA 1791,LAPRIDA 1791,-34.5894629070955,-58.402100397224515,,
Contenedor Negro,LAPRIDA 1879,LAPRIDA 1879,-34.58871612484899,-58.40116821384756,,
Contenedor Negro,LAPRIDA 1883,LAPRIDA 1883,-34.58869100876965,-58.401137363516085,,
Contenedor Negro,LAPRIDA 1915,LAPRIDA 1915,-34.58831440351513,-58.40066958429789,,
Contenedor Negro,LAPRIDA 1975,LAPRIDA 1975,-34.587940489795805,-58.40019542806392,,
Contenedor Negro,LAPRIDA 2073,LAPRIDA 2073,-34.587365963601435,-58.39941522948344,,
Contenedor Negro,LAPRIDA 2083,LAPRIDA 2083,-34.587332324115955,-58.39936654421286,,
Contenedor Negro,LAPRIDA 2165,LAPRIDA 2165,-34.586801626461494,-58.39859849702415,,
Contenedor Negro,LAPRIDA 2189,LAPRIDA 2189,-34.58668781736624,-58.39843379040612,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 1555","LARRALDE, CRISOLOGO AV. 1555",-34.54491097781427,-58.46016418195437,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 1651","LARRALDE, CRISOLOGO AV. 1651",-34.5453265516348,-58.460965590301264,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 1721","LARRALDE, CRISOLOGO AV. 1721",-34.54569698457428,-58.46170937282303,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 1733","LARRALDE, CRISOLOGO AV. 1733",-34.54573752990326,-58.461790775187396,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 1861","LARRALDE, CRISOLOGO AV. 1861",-34.54628340649603,-58.46288704928519,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2083","LARRALDE, CRISOLOGO AV. 2083",-34.54733025989526,-58.46499964929283,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2133","LARRALDE, CRISOLOGO AV. 2133",-34.547605809465566,-58.46554682026218,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2275","LARRALDE, CRISOLOGO AV. 2275",-34.54821979053001,-58.466766603008374,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2322","LARRALDE, CRISOLOGO AV. 2322",-34.54854197429935,-58.46736975537823,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2337","LARRALDE, CRISOLOGO AV. 2337",-34.54859561250301,-58.46751936633686,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2441","LARRALDE, CRISOLOGO AV. 2441",-34.54922287071648,-58.46866216572933,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2551","LARRALDE, CRISOLOGO AV. 2551",-34.54981448139687,-58.4697424344877,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2627","LARRALDE, CRISOLOGO AV. 2627",-34.55020765526866,-58.47045315824529,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2629","LARRALDE, CRISOLOGO AV. 2629",-34.550214187331925,-58.47046496527948,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2783","LARRALDE, CRISOLOGO AV. 2783",-34.550863469830105,-58.471638702569074,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2851","LARRALDE, CRISOLOGO AV. 2851",-34.55122691164558,-58.47229571419436,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 2945","LARRALDE, CRISOLOGO AV. 2945",-34.5516796016061,-58.47311403861995,,
Contenedor Negro,"LARRALDE, CRISOLOGO AV. 3059","LARRALDE, CRISOLOGO AV. 3059",-34.55220559376421,-58.474064983934994,,
Contenedor Negro,LARREA 873,LARREA 873,-34.598180807356634,-58.402220405856475,,
Contenedor Negro,LARREA 875,LARREA 875,-34.598159186645496,-58.40221305658175,,
Contenedor Negro,LARREA 877,LARREA 877,-34.59813756593387,-58.40220570731081,,
Contenedor Negro,LARREA 923,LARREA 923,-34.59740612700785,-58.401957087638294,,
Contenedor Negro,LARREA 925,LARREA 925,-34.59738492039055,-58.40194987968755,,
Contenedor Negro,LARREA 1025,LARREA 1025,-34.59589494504125,-58.40145801119419,,
Contenedor Negro,LARREA 1027,LARREA 1027,-34.59586850530274,-58.40144969274241,,
Contenedor Negro,LARREA 1093,LARREA 1093,-34.59499599355203,-58.40117518678406,,
Contenedor Negro,LARREA 1095,LARREA 1095,-34.59496970960218,-58.40116689310641,,
Contenedor Negro,LARREA 1169,LARREA 1169,-34.59410675916704,-58.40083702761988,,
Contenedor Negro,LARREA 1171,LARREA 1171,-34.59409058505292,-58.40083038048107,,
Contenedor Negro,LARREA 1215,LARREA 1215,-34.593449319174105,-58.40056443659644,,
Contenedor Negro,LARREA 1217,LARREA 1217,-34.59342657765444,-58.400554954856034,,
Contenedor Negro,LARREA 1271,LARREA 1271,-34.59252452452773,-58.40017890848123,,
Contenedor Negro,LARREA 1273,LARREA 1273,-34.592496271796,-58.40016713243049,,
Contenedor Negro,LARREA 1367,LARREA 1367,-34.59126917534088,-58.39948592384689,,
Contenedor Negro,LARREA 1381,LARREA 1381,-34.59113835391077,-58.39940310881215,,
Contenedor Negro,LARREA 1383,LARREA 1383,-34.591119665130215,-58.39939127811418,,
Contenedor Negro,LARREA 1441,LARREA 1441,-34.59042741847511,-58.398952999225976,,
Contenedor Negro,LARREA 1443,LARREA 1443,-34.59041226036075,-58.398943401425335,,
Contenedor Negro,"LAS HERAS, GENERAL 1646","LAS HERAS, GENERAL 1646",-34.59293390729754,-58.39041674342608,,
Contenedor Negro,"LAS HERAS, GENERAL 1648","LAS HERAS, GENERAL 1648",-34.59292424466424,-58.390428991680594,,
Contenedor Negro,"LAS HERAS, GENERAL 1768","LAS HERAS, GENERAL 1768",-34.59206697954305,-58.39152244565551,,
Contenedor Negro,"LAS HERAS, GENERAL 1770","LAS HERAS, GENERAL 1770",-34.59205424648614,-58.391538734134926,,
Contenedor Negro,LAS HERAS GENERAL AV. 1849,LAS HERAS GENERAL AV. 1849,-34.59135251801672,-58.39239242177108,,
Contenedor Negro,LAS HERAS GENERAL AV. 1870,LAS HERAS GENERAL AV. 1870,-34.59123432884152,-58.392567789868224,,
Contenedor Negro,LAS HERAS GENERAL AV. 1924,LAS HERAS GENERAL AV. 1924,-34.590696589961276,-58.393224649996185,,
Contenedor Negro,LAS HERAS GENERAL AV. 1965,LAS HERAS GENERAL AV. 1965,-34.59039553010236,-58.39356138776978,,
Contenedor Negro,LAS HERAS GENERAL AV. 1967,LAS HERAS GENERAL AV. 1967,-34.59038180399565,-58.39357815316594,,
Contenedor Negro,LAS HERAS GENERAL AV. 1976,LAS HERAS GENERAL AV. 1976,-34.59033971164962,-58.393660551517556,,
Contenedor Negro,LAS HERAS GENERAL AV. 2019,LAS HERAS GENERAL AV. 2019,-34.589869313340216,-58.39421064495195,,
Contenedor Negro,LAS HERAS GENERAL AV. 2036,LAS HERAS GENERAL AV. 2036,-34.58978943697709,-58.39434108160673,,
Contenedor Negro,LAS HERAS GENERAL AV. 2044,LAS HERAS GENERAL AV. 2044,-34.58974304048486,-58.39439869577658,,
Contenedor Negro,LAS HERAS GENERAL AV. 2049,LAS HERAS GENERAL AV. 2049,-34.589695326585876,-58.394426698237204,,
Contenedor Negro,LAS HERAS GENERAL AV. 2145,LAS HERAS GENERAL AV. 2145,-34.58895833094743,-58.395342243080094,,
Contenedor Negro,LAS HERAS GENERAL AV. 2148,LAS HERAS GENERAL AV. 2148,-34.58895950937147,-58.395372041401366,,
Contenedor Negro,LAS HERAS GENERAL AV. 2166,LAS HERAS GENERAL AV. 2166,-34.588853810697955,-58.39550342350411,,
Contenedor Negro,LAS HERAS GENERAL AV. 2207,LAS HERAS GENERAL AV. 2207,-34.58840996637061,-58.396023862103064,,
Contenedor Negro,LAS HERAS GENERAL AV. 2263,LAS HERAS GENERAL AV. 2263,-34.58782909369518,-58.39674588751639,,
Contenedor Negro,LAS HERAS GENERAL AV. 2266,LAS HERAS GENERAL AV. 2266,-34.58782645548261,-58.39678042790445,,
Contenedor Negro,LAS HERAS GENERAL AV. 2321,LAS HERAS GENERAL AV. 2321,-34.58696541809927,-58.39776751406877,,
Contenedor Negro,LAS HERAS GENERAL AV. 2362,LAS HERAS GENERAL AV. 2362,-34.58681089298105,-58.39796850978593,,
Contenedor Negro,LAS HERAS GENERAL AV. 2364,LAS HERAS GENERAL AV. 2364,-34.58680255732741,-58.39797775640648,,
Contenedor Negro,LAS HERAS GENERAL AV. 2425,LAS HERAS GENERAL AV. 2425,-34.58633522526326,-58.39846653142734,,
Contenedor Negro,LAS HERAS GENERAL AV. 2460,LAS HERAS GENERAL AV. 2460,-34.586197495674334,-58.3986488609148,,
Contenedor Negro,LAS HERAS GENERAL AV. 2480,LAS HERAS GENERAL AV. 2480,-34.5861093096538,-58.39874666369332,,
Contenedor Negro,LAS HERAS GENERAL AV. 2506,LAS HERAS GENERAL AV. 2506,-34.585646677176136,-58.39925983037138,,
Contenedor Negro,LAS HERAS GENERAL AV. 2545,LAS HERAS GENERAL AV. 2545,-34.58541498710373,-58.39948707138681,,
Contenedor Negro,LAS HERAS GENERAL AV. 2645,LAS HERAS GENERAL AV. 2645,-34.58476038031145,-58.400212522927404,,
Contenedor Negro,LAS HERAS GENERAL AV. 2649,LAS HERAS GENERAL AV. 2649,-34.58474593551187,-58.40022853106742,,
Contenedor Negro,LAS HERAS GENERAL AV. 2715,LAS HERAS GENERAL AV. 2715,-34.584308276682165,-58.40071164607151,,
Contenedor Negro,LAS HERAS GENERAL AV. 2843,LAS HERAS GENERAL AV. 2843,-34.58364299928539,-58.40157437022208,,
Contenedor Negro,LAS HERAS GENERAL AV. 2883,LAS HERAS GENERAL AV. 2883,-34.583504965046416,-58.40179934031374,,
Contenedor Negro,LAS HERAS GENERAL AV. 2943,LAS HERAS GENERAL AV. 2943,-34.58342471468791,-58.4029201291409,,
Contenedor Negro,LAS HERAS GENERAL AV. 2945,LAS HERAS GENERAL AV. 2945,-34.5834249774765,-58.402953918982426,,
Contenedor Negro,LAS HERAS GENERAL AV. 2975,LAS HERAS GENERAL AV. 2975,-34.58342891818295,-58.40346076663264,,
Contenedor Negro,LAS HERAS GENERAL AV. 2980,LAS HERAS GENERAL AV. 2980,-34.583447471147366,-58.403528141491364,,
Contenedor Negro,LAS HERAS GENERAL AV. 2994,LAS HERAS GENERAL AV. 2994,-34.583449309292895,-58.40376467046647,,
Contenedor Negro,LAS HERAS GENERAL AV. 3026,LAS HERAS GENERAL AV. 3026,-34.583454552897955,-58.4044394091542,,
Contenedor Negro,LAS HERAS GENERAL AV. 3029,LAS HERAS GENERAL AV. 3029,-34.583436844342295,-58.40448068330458,,
Contenedor Negro,LAS HERAS GENERAL AV. 3031,LAS HERAS GENERAL AV. 3031,-34.583437003907626,-58.404501217981725,,
Contenedor Negro,LAS HERAS GENERAL AV. 3115,LAS HERAS GENERAL AV. 3115,-34.58344550218195,-58.4055957104375,,
Contenedor Negro,LAS HERAS GENERAL AV. 3269,LAS HERAS GENERAL AV. 3269,-34.58330441430858,-58.40668072048075,,
Contenedor Negro,LAS HERAS GENERAL AV. 3269,LAS HERAS GENERAL AV. 3269,-34.58330441430858,-58.40668072048075,,
Contenedor Negro,LAS HERAS GENERAL AV. 3331,LAS HERAS GENERAL AV. 3331,-34.5830360456012,-58.40756702454917,,
Contenedor Negro,LAS HERAS GENERAL AV. 3473,LAS HERAS GENERAL AV. 3473,-34.58263460099457,-58.408869128176086,,
Contenedor Negro,LAS HERAS GENERAL AV. 3476,LAS HERAS GENERAL AV. 3476,-34.58264725055481,-58.40889050602268,,
Contenedor Negro,LAS HERAS GENERAL AV. 3509,LAS HERAS GENERAL AV. 3509,-34.58246786386348,-58.40940996269488,,
Contenedor Negro,LAS HERAS GENERAL AV. 3634,LAS HERAS GENERAL AV. 3634,-34.58214526381583,-58.41054497767609,,
Contenedor Negro,LAS HERAS GENERAL AV. 3739,LAS HERAS GENERAL AV. 3739,-34.58191480493956,-58.411758384234574,,
Contenedor Negro,LAS HERAS GENERAL AV. 3750,LAS HERAS GENERAL AV. 3750,-34.58192202778728,-58.41189158983216,,
Contenedor Negro,LAS HERAS GENERAL AV. 3804,LAS HERAS GENERAL AV. 3804,-34.581843130853905,-58.41289670801364,,
Contenedor Negro,LAS HERAS GENERAL AV. 3806,LAS HERAS GENERAL AV. 3806,-34.58184156825547,-58.41292107401806,,
Contenedor Negro,LAS HERAS GENERAL AV. 3887,LAS HERAS GENERAL AV. 3887,-34.58175952299401,-58.413918394155814,,
Contenedor Negro,LAS HERAS GENERAL AV. 3923,LAS HERAS GENERAL AV. 3923,-34.58171951860227,-58.41454180278871,,
Contenedor Negro,LAS HERAS GENERAL AV. 4067,LAS HERAS GENERAL AV. 4067,-34.58160456144024,-58.41633249982902,,
Contenedor Negro,LAS HERAS GENERAL AV. 4069,LAS HERAS GENERAL AV. 4069,-34.58160272837418,-58.41636105367165,,
Contenedor Negro,LAVALLEJA 1249,LAVALLEJA 1249,-34.595530407762524,-58.426191500854536,,
Contenedor Negro,LAVALLEJA 1357,LAVALLEJA 1357,-34.59447055877768,-58.42482540546393,,
Contenedor Negro,LAVALLEJA 1445,LAVALLEJA 1445,-34.59384561832409,-58.42402007260052,,
Contenedor Negro,LAVALLEJA 1563,LAVALLEJA 1563,-34.59307382729222,-58.423037564510466,,
Contenedor Negro,"LEVENE, RICARDO, DR. 935","LEVENE, RICARDO, DR. 935",-34.58528538385681,-58.39381542421993,,
Contenedor Negro,"LOPEZ, VICENTE 1649","LOPEZ, VICENTE 1649",-34.59217263661581,-58.38936441279362,,
Contenedor Negro,"LOPEZ, VICENTE 1651","LOPEZ, VICENTE 1651",-34.592163942111995,-58.38937477389119,,
Contenedor Negro,"LOPEZ, VICENTE 1663","LOPEZ, VICENTE 1663",-34.59192964477944,-58.38965398098022,,
Contenedor Negro,"LOPEZ, VICENTE 1757","LOPEZ, VICENTE 1757",-34.59124942902322,-58.39047521863358,,
Contenedor Negro,"LOPEZ, VICENTE 1759","LOPEZ, VICENTE 1759",-34.591236449918476,-58.3904910460176,,
Contenedor Negro,"LOPEZ, VICENTE 1827","LOPEZ, VICENTE 1827",-34.59061534746315,-58.39123825700144,,
Contenedor Negro,"LOPEZ, VICENTE 1945","LOPEZ, VICENTE 1945",-34.58967013882714,-58.39241162397191,,
Contenedor Negro,"LOPEZ, VICENTE 2041","LOPEZ, VICENTE 2041",-34.588936156054196,-58.39349100533105,,
Contenedor Negro,"LOPEZ, VICENTE 2171","LOPEZ, VICENTE 2171",-34.588104203716355,-58.39491728474737,,
Contenedor Negro,"LOPEZ, VICENTE 2293","LOPEZ, VICENTE 2293",-34.58687536867813,-58.3963476386557,,
Contenedor Negro,"LORETO, VIRREY 1577","LORETO, VIRREY 1577",-34.5626669524852,-58.44338306720009,,
Contenedor Negro,"LORETO, VIRREY 1579","LORETO, VIRREY 1579",-34.56267370296713,-58.44339452124252,,
