tipo,nombre,direccion,lat,lon,materiales,horario
Contenedor Negro,"BEIRO, FRANCISCO AV. 5447","BEIRO, FRANCISCO AV. 5447",-34.615163610049294,-58.526643580778796,,
Contenedor Negro,"BEIRO, FRANCISCO AV. 5526","BEIRO, FRANCISCO AV. 5526",-34.61606269375427,-58.527494038431264,,
Contenedor Negro,"BEIRO, FRANCISCO AV. 5589","BEIRO, FRANCISCO AV. 5589",-34.61640648968,-58.52825540385494,,
Contenedor Negro,"BEIRO, FRANCISCO AV. 5610","BEIRO, FRANCISCO AV. 5610",-34.61668428398126,-58.52838389642962,,
Contenedor Negro,"BEIRO, FRANCISCO AV. 5625","BEIRO, FRANCISCO AV. 5625",-34.61660518797683,-58.52882717831887,,
Contenedor Negro,"BEIRO, FRANCISCO AV. 5687","BEIRO, FRANCISCO AV. 5687",-34.617040279178056,-58.529054065608236,,
Contenedor Negro,"BEIRO, FRANCISCO AV. 5723","BEIRO, FRANCISCO AV. 5723",-34.617403173158365,-58.52951004376427,,
Contenedor Negro,"BEIRO, FRANCISCO AV. 5706","BEIRO, FRANCISCO AV. 5706",-34.61744737146067,-58.52937054932377,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 3830","BELAUSTEGUI, LUIS, DR. 3830",-34.62303223734457,-58.487491874295195,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4030","BELAUSTEGUI, LUIS, DR. 4030",-34.62455471130338,-58.489255188976074,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4130","BELAUSTEGUI, LUIS, DR. 4130",-34.62515510121343,-58.48998695379477,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4201","BELAUSTEGUI, LUIS, DR. 4201",-34.625693592899964,-58.49079261594388,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4335","BELAUSTEGUI, LUIS, DR. 4335",-34.62688777002196,-58.491678269989364,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4459","BELAUSTEGUI, LUIS, DR. 4459",-34.62742476348865,-58.492838017219334,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4589","BELAUSTEGUI, LUIS, DR. 4589",-34.6280492576692,-58.494547240650896,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4601","BELAUSTEGUI, LUIS, DR. 4601",-34.62824155428148,-58.49474993071751,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4799","BELAUSTEGUI, LUIS, DR. 4799",-34.62928063980511,-58.49662154430847,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4803","BELAUSTEGUI, LUIS, DR. 4803",-34.62927124089753,-58.49679953687198,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4883","BELAUSTEGUI, LUIS, DR. 4883",-34.63018262529831,-58.49785268589023,,
Contenedor Negro,"BELAUSTEGUI, LUIS, DR. 4909","BELAUSTEGUI, LUIS, DR. 4909",-34.63037842351498,-58.49839676153755,,
Contenedor Negro,BELEN 150,BELEN 150,-34.63334815738609,-58.48748176728514,,
Contenedor Negro,BELEN 364,BELEN 364,-34.63215963262415,-58.48820757828682,,
Contenedor Negro,BELEN 450,BELEN 450,-34.63149395170505,-58.48899684981058,,
Contenedor Negro,BELEN 540,BELEN 540,-34.630927668322435,-58.48974652228747,,
Contenedor Negro,BELEN 692,BELEN 692,-34.629649005406506,-58.49135056388273,,
Contenedor Negro,BELEN 796,BELEN 796,-34.6287532315844,-58.4925146212678,,
Contenedor Negro,BERMUDEZ 1025,BERMUDEZ 1025,-34.627748884170636,-58.49853077487286,,
Contenedor Negro,BERMUDEZ 1159,BERMUDEZ 1159,-34.62688280925431,-58.499610135620706,,
Contenedor Negro,BERMUDEZ 1255,BERMUDEZ 1255,-34.625916637638475,-58.500895688399766,,
Contenedor Negro,BERMUDEZ 1311,BERMUDEZ 1311,-34.62538535316629,-58.50158636311862,,
Contenedor Negro,BERMUDEZ 1451,BERMUDEZ 1451,-34.62432908380597,-58.50291261483497,,
Contenedor Negro,BERMUDEZ 1551,BERMUDEZ 1551,-34.62361000576774,-58.50403907254045,,
Contenedor Negro,BERMUDEZ 1647,BERMUDEZ 1647,-34.62278541240873,-58.505017386762766,,
Contenedor Negro,BERMUDEZ 1769,BERMUDEZ 1769,-34.62171246088232,-58.50643648518139,,
Contenedor Negro,BERMUDEZ 1885,BERMUDEZ 1885,-34.62096138259806,-58.507365351450765,,
Contenedor Negro,BERMUDEZ 1973,BERMUDEZ 1973,-34.6202891032173,-58.50843621116636,,
Contenedor Negro,BERMUDEZ 2071,BERMUDEZ 2071,-34.619401229253064,-58.50960826817464,,
Contenedor Negro,BERMUDEZ 2233,BERMUDEZ 2233,-34.6178125472503,-58.511569783102566,,
Contenedor Negro,BERMUDEZ 2333,BERMUDEZ 2333,-34.61736888164687,-58.51214643693967,,
Contenedor Negro,BERMUDEZ 379,BERMUDEZ 379,-34.63351753059938,-58.49408142082101,,
Contenedor Negro,BERMUDEZ 477,BERMUDEZ 477,-34.632519754783495,-58.494368415922885,,
Contenedor Negro,BERMUDEZ 50,BERMUDEZ 50,-34.63609017087926,-58.493876610884385,,
Contenedor Negro,BERMUDEZ 557,BERMUDEZ 557,-34.63136938241713,-58.49464901239607,,
Contenedor Negro,BERMUDEZ 639,BERMUDEZ 639,-34.6304438823062,-58.495281323201645,,
Contenedor Negro,BERMUDEZ 741,BERMUDEZ 741,-34.62973402663234,-58.49604816520988,,
Contenedor Negro,BERMUDEZ 899,BERMUDEZ 899,-34.62848296327263,-58.497689505041116,,
Contenedor Negro,"BERMUDEZ, ANTONIO 1457","BERMUDEZ, ANTONIO 1457",-34.64807149153921,-58.4724032300092,,
Contenedor Negro,BERNALDES 1190,BERNALDES 1190,-34.627027099887286,-58.498378686495705,,
Contenedor Negro,BERNALDES 1204,BERNALDES 1204,-34.62682270443688,-58.49835568894083,,
Contenedor Negro,BERNALDES 1352,BERNALDES 1352,-34.625201445569886,-58.49919636520331,,
Contenedor Negro,BERNALDES 1456,BERNALDES 1456,-34.623982075566346,-58.499638355372845,,
Contenedor Negro,BERNALDES 1596,BERNALDES 1596,-34.622584210834226,-58.500323836566444,,
Contenedor Negro,BERNALDES 1650,BERNALDES 1650,-34.621890928159864,-58.50063032865078,,
Contenedor Negro,BERNALDES 1774,BERNALDES 1774,-34.62095783714189,-58.50088160800155,,
Contenedor Negro,BERNALDES 1866,BERNALDES 1866,-34.619642684937965,-58.50174499789193,,
Contenedor Negro,BERNALDES 1946,BERNALDES 1946,-34.618474313363926,-58.502105591125805,,
Contenedor Negro,"BILBAO, FRANCISCO AV. 3549","BILBAO, FRANCISCO AV. 3549",-34.64223551743458,-58.470909835063274,,
Contenedor Negro,"BILBAO, FRANCISCO AV. 3839","BILBAO, FRANCISCO AV. 3839",-34.64472077742032,-58.4743067738839,,
Contenedor Negro,"BILBAO, FRANCISCO AV. 3890","BILBAO, FRANCISCO AV. 3890",-34.64508407135756,-58.474759952151615,,
Contenedor Negro,"BILBAO, FRANCISCO 4541","BILBAO, FRANCISCO 4541",-34.65134275931277,-58.48102494276776,,
Contenedor Negro,"BILBAO, FRANCISCO 4747","BILBAO, FRANCISCO 4747",-34.6523901420966,-58.48238477785298,,
Contenedor Negro,"BILBAO, FRANCISCO 4815","BILBAO, FRANCISCO 4815",-34.65287883386818,-58.482979549238856,,
Contenedor Negro,"BILBAO, FRANCISCO 5077","BILBAO, FRANCISCO 5077",-34.65484430043282,-58.48530233707581,,
Contenedor Negro,"BILBAO, FRANCISCO 5153","BILBAO, FRANCISCO 5153",-34.65541969066724,-58.485986904046094,,
Contenedor Negro,"BILBAO, FRANCISCO 5295","BILBAO, FRANCISCO 5295",-34.65639887345998,-58.48703255286908,,
Contenedor Negro,"BILBAO, FRANCISCO 5385","BILBAO, FRANCISCO 5385",-34.656928965050106,-58.4877822174193,,
Contenedor Negro,"BILBAO, FRANCISCO 5423","BILBAO, FRANCISCO 5423",-34.657298758262634,-58.48811850056361,,
Contenedor Negro,"BILBAO, FRANCISCO 5575","BILBAO, FRANCISCO 5575",-34.65816924432186,-58.489323043466754,,
Contenedor Negro,"BILBAO, FRANCISCO 5699","BILBAO, FRANCISCO 5699",-34.65906192858032,-58.49026529727182,,
Contenedor Negro,"BILBAO, FRANCISCO 5795","BILBAO, FRANCISCO 5795",-34.65955682106165,-58.49103256133157,,
Contenedor Negro,"BILBAO, FRANCISCO 5897","BILBAO, FRANCISCO 5897",-34.66057330306959,-58.492091809304945,,
Contenedor Negro,"BILBAO, FRANCISCO 5943","BILBAO, FRANCISCO 5943",-34.661076294585015,-58.492700779981995,,
Contenedor Negro,"BILBAO, FRANCISCO 6045","BILBAO, FRANCISCO 6045",-34.66220924265961,-58.494151931368876,,
Contenedor Negro,"SUAREZ, JUSTO ANTONIO 6683","SUAREZ, JUSTO ANTONIO 6683",-34.665844867332126,-58.498483489918605,,
Contenedor Negro,"SUAREZ, JUSTO ANTONIO 6989","SUAREZ, JUSTO ANTONIO 6989",-34.66799792947625,-58.50113338506445,,
Contenedor Negro,"SUAREZ, JUSTO ANTONIO 7001","SUAREZ, JUSTO ANTONIO 7001",-34.668505302713555,-58.50174489925172,,
Contenedor Negro,"SUAREZ, JUSTO ANTONIO 7251","SUAREZ, JUSTO ANTONIO 7251",-34.6698332821329,-58.50331123362925,,
Contenedor Negro,"SUAREZ, JUSTO ANTONIO 7311","SUAREZ, JUSTO ANTONIO 7311",-34.67046858681384,-58.50401930234023,,
Contenedor Negro,BOGOTA 3244,BOGOTA 3244,-34.62871854881864,-58.475555736554256,,
Contenedor Negro,BOGOTA 3418,BOGOTA 3418,-34.62915614829648,-58.477477652364456,,
Contenedor Negro,BOGOTA 3548,BOGOTA 3548,-34.62946494808713,-58.47886599160044,,
Contenedor Negro,BOGOTA 3678,BOGOTA 3678,-34.62989444409711,-58.480045738761305,,
Contenedor Negro,BOGOTA 3836,BOGOTA 3836,-34.630425643264225,-58.48233733830784,,
Contenedor Negro,BOGOTA 3948,BOGOTA 3948,-34.63069444430468,-58.48379347497265,,
Contenedor Negro,BOGOTA 4026,BOGOTA 4026,-34.63093724356929,-58.484768632104924,,
Contenedor Negro,BOGOTA 4241,BOGOTA 4241,-34.63205113064488,-58.48730371718036,,
Contenedor Negro,BOGOTA 4349,BOGOTA 4349,-34.63278581814104,-58.4881682754263,,
Contenedor Negro,BOGOTA 4407,BOGOTA 4407,-34.63325101024528,-58.48872004880445,,
Contenedor Negro,BOLAÑOS 28,BOLAÑOS 28,-34.634850853669874,-58.48464910891746,,
Contenedor Negro,BOLAÑOS 140,BOLAÑOS 140,-34.63643791499658,-58.484151518451455,,
Contenedor Negro,BOLAÑOS 254,BOLAÑOS 254,-34.63758438669279,-58.483717928465055,,
Contenedor Negro,"BONIFACIO, JOSE 3273","BONIFACIO, JOSE 3273",-34.6357738724418,-58.47243461732562,,
Contenedor Negro,"BONIFACIO, JOSE 3351","BONIFACIO, JOSE 3351",-34.63607696981647,-58.47330657837124,,
Contenedor Negro,"BONIFACIO, JOSE 3451","BONIFACIO, JOSE 3451",-34.636457067049356,-58.474506625026414,,
Contenedor Negro,"BONIFACIO, JOSE 3517","BONIFACIO, JOSE 3517",-34.63679316303593,-58.47524949127755,,
Contenedor Negro,"BONIFACIO, JOSE 3687","BONIFACIO, JOSE 3687",-34.6372600603136,-58.47686071996687,,
Contenedor Negro,"BONIFACIO, JOSE 3856","BONIFACIO, JOSE 3856",-34.63810414892625,-58.47846044642098,,
Contenedor Negro,"BONIFACIO, JOSE 3947","BONIFACIO, JOSE 3947",-34.63868284190944,-58.4797174892385,,
Contenedor Negro,"BONIFACIO, JOSE 4172","BONIFACIO, JOSE 4172",-34.640843411739446,-58.483603609774704,,
Contenedor Negro,"BONIFACIO, JOSE 4220","BONIFACIO, JOSE 4220",-34.641039912088615,-58.48458456698925,,
Contenedor Negro,"BONIFACIO, JOSE 4244","BONIFACIO, JOSE 4244",-34.64110491234123,-58.48493685166414,,
Contenedor Negro,BOQUERON 6755,BOQUERON 6755,-34.64636667004456,-58.52095219489675,,
Contenedor Negro,BOQUERON 6842,BOQUERON 6842,-34.64644277350943,-58.52200404999166,,
Contenedor Negro,BOQUERON 6980,BOQUERON 6980,-34.6465435816026,-58.52410546065103,,
Contenedor Negro,BOQUERON 7050,BOQUERON 7050,-34.646616984914424,-58.52511361760846,,
Contenedor Negro,BOQUERON 7112,BOQUERON 7112,-34.64677088656036,-58.52615637252397,,
Contenedor Negro,"BOSCH, VENTURA 6468","BOSCH, VENTURA 6468",-34.64208005280911,-58.51790235452794,,
Contenedor Negro,"BOSCH, VENTURA 6534","BOSCH, VENTURA 6534",-34.6425416458236,-58.51862042090963,,
Contenedor Negro,"BOSCH, VENTURA 6614","BOSCH, VENTURA 6614",-34.642591049137586,-58.51951878267227,,
Contenedor Negro,"BOSCH, VENTURA 6695","BOSCH, VENTURA 6695",-34.642536955968744,-58.52065063533904,,
Contenedor Negro,"BOSCH, VENTURA 6845","BOSCH, VENTURA 6845",-34.642564164988045,-58.52260005294502,,
Contenedor Negro,"BOSCH, VENTURA 6905","BOSCH, VENTURA 6905",-34.64259226819431,-58.523378019938804,,
Contenedor Negro,"BOSCH, VENTURA 7001","BOSCH, VENTURA 7001",-34.64270777257265,-58.52479615930723,,
Contenedor Negro,"BOSCH, VENTURA 7180","BOSCH, VENTURA 7180",-34.643022876743,-58.5270928601862,,
Contenedor Negro,"BOSCH, VENTURA 7214","BOSCH, VENTURA 7214",-34.64298747661543,-58.52777214259228,,
Contenedor Negro,BRAGADO 4660,BRAGADO 4660,-34.643532685644935,-58.49076288845103,,
Contenedor Negro,BRAGADO 4888,BRAGADO 4888,-34.645760348872834,-58.493618151952596,,
Contenedor Negro,BRAGADO 4960,BRAGADO 4960,-34.6464557366604,-58.494360715614064,,
Contenedor Negro,BRAGADO 5070,BRAGADO 5070,-34.64705682614846,-58.49501158382305,,
Contenedor Negro,BRAGADO 5340,BRAGADO 5340,-34.64894279473135,-58.49737087069792,,
Contenedor Negro,BRAGADO 5456,BRAGADO 5456,-34.6497493806828,-58.49825582754696,,
Contenedor Negro,BRAGADO 5592,BRAGADO 5592,-34.65066146494508,-58.49928657748376,,
Contenedor Negro,BRAGADO 5652,BRAGADO 5652,-34.651021559718735,-58.49989344928642,,
Contenedor Negro,BRAGADO 5750,BRAGADO 5750,-34.65177584632685,-58.50066951110352,,
Contenedor Negro,BRAGADO 5902,BRAGADO 5902,-34.65294392747309,-58.50225303587294,,
Contenedor Negro,BRAGADO 6050,BRAGADO 6050,-34.65404170874057,-58.50353597382583,,
Contenedor Negro,BRAGADO 6264,BRAGADO 6264,-34.655485284259,-58.505253690938105,,
Contenedor Negro,BRAGADO 6312,BRAGADO 6312,-34.65597667534643,-58.50572116766692,,
Contenedor Negro,BRAGADO 6410,BRAGADO 6410,-34.65647256647036,-58.506216843173455,,
Contenedor Negro,BRAGADO 6520,BRAGADO 6520,-34.65703935808852,-58.50714030012417,,
Contenedor Negro,BRAGADO 6662,BRAGADO 6662,-34.65776574584316,-58.50801945778777,,
Contenedor Negro,BRAGADO 6758,BRAGADO 6758,-34.65863223005678,-58.508829517350954,,
Contenedor Negro,BRAGADO 7038,BRAGADO 7038,-34.66053489890756,-58.511319598552134,,
Contenedor Negro,BRAGADO 7150,BRAGADO 7150,-34.66127938569939,-58.51208756077059,,
Contenedor Negro,BRAGADO 7216,BRAGADO 7216,-34.661760777289864,-58.5126106352224,,
Contenedor Negro,BRAGADO 7348,BRAGADO 7348,-34.66275156135449,-58.51396487092729,,
Contenedor Negro,"BRAILLE, LUIS 5317","BRAILLE, LUIS 5317",-34.62240658462673,-58.51445144230516,,
Contenedor Negro,"BRAILLE, LUIS 5462","BRAILLE, LUIS 5462",-34.62367336223157,-58.51576687769784,,
Contenedor Negro,"BRAILLE, LUIS 5602","BRAILLE, LUIS 5602",-34.6249103413317,-58.51724740634418,,
Contenedor Negro,BRUIX AV. 4337,BRUIX AV. 4337,-34.64723127601896,-58.48565517715664,,
Contenedor Negro,BRUIX AV. 4451,BRUIX AV. 4451,-34.64680419378012,-58.48727981172195,,
Contenedor Negro,BRUIX AV. 4402,BRUIX AV. 4402,-34.64707208454768,-58.48664783644101,,
Contenedor Negro,BRUIX AV. 4571,BRUIX AV. 4571,-34.64632141406923,-58.48915903595378,,
Contenedor Negro,BRUIX AV. 4576,BRUIX AV. 4576,-34.64657260882483,-58.48925852994409,,
Contenedor Negro,BRUIX AV. 4637,BRUIX AV. 4637,-34.6461515375093,-58.49007526162696,,
Contenedor Negro,BRUIX AV. 4725,BRUIX AV. 4725,-34.64558324490529,-58.491994221716425,,
Contenedor Negro,BRUIX AV. 4768,BRUIX AV. 4768,-34.64568794570829,-58.492641593659144,,
Contenedor Negro,BRUIX AV. 4844,BRUIX AV. 4844,-34.64532316034015,-58.493919442404376,,
Contenedor Negro,BRUIX AV. 4853,BRUIX AV. 4853,-34.6449981675662,-58.49388024640472,,
Contenedor Negro,BRUSELAS 1005,BRUSELAS 1005,-34.62544546045082,-58.52358523530905,,
Contenedor Negro,BRUSELAS 1120,BRUSELAS 1120,-34.624053396035755,-58.52436061269592,,
Contenedor Negro,BRUSELAS 1288,BRUSELAS 1288,-34.62222604829552,-58.526500935698806,,
Contenedor Negro,BRUSELAS 1320,BRUSELAS 1320,-34.62166868728898,-58.527117865519045,,
Contenedor Negro,BRUSELAS 1480,BRUSELAS 1480,-34.62069469304835,-58.5284885630005,,
Contenedor Negro,BRUSELAS 1552,BRUSELAS 1552,-34.61993711467367,-58.529367931417944,,
Contenedor Negro,BRUSELAS 629,BRUSELAS 629,-34.63064613486582,-58.522179756928836,,
Contenedor Negro,BRUSELAS 698,BRUSELAS 698,-34.62964745981009,-58.522616845728784,,
Contenedor Negro,BRUSELAS 733,BRUSELAS 733,-34.62910347217653,-58.52260805003568,,
Contenedor Negro,BRUSELAS 765,BRUSELAS 765,-34.62867888274246,-58.52278604560423,,
Contenedor Negro,BRUSELAS 869,BRUSELAS 869,-34.627196718315076,-58.52314244130426,,
Contenedor Negro,BRUSELAS 947,BRUSELAS 947,-34.626239042106114,-58.523536031641605,,
Contenedor Negro,BUERAS 110,BUERAS 110,-34.63799829262237,-58.52733758625889,,
Contenedor Negro,BUERAS 240,BUERAS 240,-34.63689861819669,-58.52743479012411,,
Contenedor Negro,BYNON 6655,BYNON 6655,-34.636907797856104,-58.52336476165247,,
Contenedor Negro,BYNON 6725,BYNON 6725,-34.6369844010984,-58.52437381855518,,
Contenedor Negro,BYNON 6767,BYNON 6767,-34.637077601555276,-58.52489619585659,,
Contenedor Negro,BYNON 6895,BYNON 6895,-34.637224306308426,-58.52653392574656,,
Contenedor Negro,BYNON 6937,BYNON 6937,-34.63711301163793,-58.52709790277489,,
Contenedor Negro,BYRON 142,BYRON 142,-34.6394257333579,-58.50170075687802,,
Contenedor Negro,BYRON 18,BYRON 18,-34.6381364635039,-58.50184676003743,,
Contenedor Negro,CAAGUAZU 5730,CAAGUAZU 5730,-34.64050445653772,-58.51138024093448,,
Contenedor Negro,CAAGUAZU 5828,CAAGUAZU 5828,-34.641232543765696,-58.51215860284826,,
Contenedor Negro,CAAGUAZU 6052,CAAGUAZU 6052,-34.642435747322104,-58.51362677268401,,
Contenedor Negro,CAAGUAZU 6162,CAAGUAZU 6162,-34.644046591528,-58.515488135597714,,
Contenedor Negro,CAAGUAZU 6208,CAAGUAZU 6208,-34.644205466232684,-58.51539157899506,,
Contenedor Negro,CAAGUAZU 6260,CAAGUAZU 6260,-34.64491157892313,-58.51629275811385,,
Contenedor Negro,CAAGUAZU 6342,CAAGUAZU 6342,-34.64553226912062,-58.51691317125305,,
Contenedor Negro,CAAGUAZU 6448,CAAGUAZU 6448,-34.6462841561799,-58.51776732979272,,
Contenedor Negro,CAAGUAZU 6564,CAAGUAZU 6564,-34.646760681800124,-58.51840221316888,,
Contenedor Negro,CAAGUAZU 6638,CAAGUAZU 6638,-34.64744193607624,-58.51904676745964,,
Contenedor Negro,CAAGUAZU 6728,CAAGUAZU 6728,-34.64810752471152,-58.51982122998259,,
Contenedor Negro,CAAGUAZU 6958,CAAGUAZU 6958,-34.64920030616394,-58.521115267501266,,
Contenedor Negro,CAAGUAZU 7046,CAAGUAZU 7046,-34.64955411702138,-58.521592546033155,,
Contenedor Negro,CAAGUAZU 7204,CAAGUAZU 7204,-34.65087857682559,-58.522930078816174,,
Contenedor Negro,CAAGUAZU 7388,CAAGUAZU 7388,-34.65221225268316,-58.524204915394506,,
Contenedor Negro,CAAGUAZU 7476,CAAGUAZU 7476,-34.65311473789418,-58.52538045928199,,
Contenedor Negro,CAAGUAZU 7532,CAAGUAZU 7532,-34.6536760273735,-58.52584423565683,,
Contenedor Negro,CAAGUAZU 7680,CAAGUAZU 7680,-34.654189775049396,-58.52666972000791,,
Contenedor Negro,CAFAYATE 1015,CAFAYATE 1015,-34.649366968952386,-58.51435875121665,,
Contenedor Negro,CAFAYATE 1101,CAFAYATE 1101,-34.65011854676816,-58.513342088650866,,
Contenedor Negro,CAFAYATE 1125,CAFAYATE 1125,-34.6505116692271,-58.512722847928664,,
Contenedor Negro,CAFAYATE 1273,CAFAYATE 1273,-34.6516945999376,-58.51114746979695,,
Contenedor Negro,CAFAYATE 1335,CAFAYATE 1335,-34.65222258511884,-58.510588289558605,,
Contenedor Negro,CAFAYATE 1593,CAFAYATE 1593,-34.65411662773243,-58.507727096522245,,
Contenedor Negro,CAFAYATE 1661,CAFAYATE 1661,-34.6546490128911,-58.507183815583446,,
Contenedor Negro,CAFAYATE 1799,CAFAYATE 1799,-34.655750479996826,-58.505616873702,,
Contenedor Negro,CAFAYATE 1879,CAFAYATE 1879,-34.65652613940526,-58.50479184683913,,
Contenedor Negro,CAFAYATE 1979,CAFAYATE 1979,-34.65760932774287,-58.50363244395286,,
Contenedor Negro,CAFAYATE 686,CAFAYATE 686,-34.64580304521546,-58.51896948338741,,
Contenedor Negro,CAFAYATE 764,CAFAYATE 764,-34.64713643423601,-58.51726404484613,,
Contenedor Negro,CAGLIARI 1421,CAGLIARI 1421,-34.64865508789419,-58.47436904288796,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1041","CALDERON DE LA BARCA, PEDRO 1041",-34.62905917298525,-58.5023224055571,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1191","CALDERON DE LA BARCA, PEDRO 1191",-34.62796190514929,-58.503767152572884,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1291","CALDERON DE LA BARCA, PEDRO 1291",-34.62725701194695,-58.50472768810485,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1329","CALDERON DE LA BARCA, PEDRO 1329",-34.62648013270857,-58.50584344562899,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1467","CALDERON DE LA BARCA, PEDRO 1467",-34.62588586648694,-58.506598748195216,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1525","CALDERON DE LA BARCA, PEDRO 1525",-34.62527468435306,-58.5073936191014,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1671","CALDERON DE LA BARCA, PEDRO 1671",-34.62422669836299,-58.50867575522804,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1709","CALDERON DE LA BARCA, PEDRO 1709",-34.623782527837996,-58.50930724921131,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 1931","CALDERON DE LA BARCA, PEDRO 1931",-34.621968790556785,-58.51193720022006,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 2053","CALDERON DE LA BARCA, PEDRO 2053",-34.62112940678974,-58.51304101098958,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 2181","CALDERON DE LA BARCA, PEDRO 2181",-34.62005923804599,-58.514427760268845,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 2209","CALDERON DE LA BARCA, PEDRO 2209",-34.619735746537806,-58.514653353097636,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 352","CALDERON DE LA BARCA, PEDRO 352",-34.63417383034278,-58.497065590257776,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 491","CALDERON DE LA BARCA, PEDRO 491",-34.63303455727138,-58.49725429052798,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 529","CALDERON DE LA BARCA, PEDRO 529",-34.632555570760175,-58.497772972117424,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 56","CALDERON DE LA BARCA, PEDRO 56",-34.6364451770067,-58.496761186690875,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 675","CALDERON DE LA BARCA, PEDRO 675",-34.63172949554377,-58.49897572737141,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 733","CALDERON DE LA BARCA, PEDRO 733",-34.6311243126355,-58.499641103688184,,
Contenedor Negro,"CALDERON DE LA BARCA, PEDRO 951","CALDERON DE LA BARCA, PEDRO 951",-34.629785852141595,-58.50145833673798,,
Contenedor Negro,CAMARONES 3840,CAMARONES 3840,-34.61880914999229,-58.49080316515452,,
Contenedor Negro,CAMARONES 3974,CAMARONES 3974,-34.61978293413569,-58.492092203791444,,
Contenedor Negro,CAMARONES 4022,CAMARONES 4022,-34.620184127341176,-58.49257018074818,,
Contenedor Negro,CAMARONES 4354,CAMARONES 4354,-34.62276018325823,-58.495546836677995,,
Contenedor Negro,CAMARONES 4444,CAMARONES 4444,-34.623278375871074,-58.496445795041105,,
Contenedor Negro,CAMARONES 4580,CAMARONES 4580,-34.624019965337844,-58.49774003512724,,
Contenedor Negro,CAMARONES 4660,CAMARONES 4660,-34.624317141002656,-58.49862325896493,,
Contenedor Negro,CAMARONES 4708,CAMARONES 4708,-34.624733557222164,-58.499394760217164,,
Contenedor Negro,CAMARONES 4886,CAMARONES 4886,-34.625529448058,-58.501217277637934,,
Contenedor Negro,CAMARONES 4950,CAMARONES 4950,-34.62621013689997,-58.50210293538528,,
Contenedor Negro,CAMARONES 5020,CAMARONES 5020,-34.62690387462947,-58.50294677894959,,
Contenedor Negro,CAMARONES 5182,CAMARONES 5182,-34.628712994242576,-58.5050290939452,,
Contenedor Negro,CAMARONES 5254,CAMARONES 5254,-34.62956567876836,-58.505835253797834,,
Contenedor Negro,CAMARONES 5390,CAMARONES 5390,-34.63050573479009,-58.5069377116895,,
Contenedor Negro,CAMARONES 5420,CAMARONES 5420,-34.630823557388084,-58.50731768221004,,
Contenedor Negro,CAMARONES 5536,CAMARONES 5536,-34.6318652393439,-58.508476725816344,,
Contenedor Negro,CAMARONES 5632,CAMARONES 5632,-34.63269492500549,-58.50940668061195,,
Contenedor Negro,CAMARONES 5790,CAMARONES 5790,-34.63366420848681,-58.510540125817876,,
Contenedor Negro,CAMARONES 5864,CAMARONES 5864,-34.63422669818222,-58.51105240015305,,
Contenedor Negro,CAMOATI 5536,CAMOATI 5536,-34.6351041457137,-58.50448197083589,,
Contenedor Negro,CAMPANA 187,CAMPANA 187,-34.62985052259565,-58.47547593176289,,
Contenedor Negro,CAMPANA 243,CAMPANA 243,-34.62930093628717,-58.47570962586925,,
Contenedor Negro,CAMPANA 381,CAMPANA 381,-34.62803466885029,-58.47645490356925,,
Contenedor Negro,CAMPANA 423,CAMPANA 423,-34.62738258487078,-58.47668679849031,,
Contenedor Negro,CAMPANA 52,CAMPANA 52,-34.63137878550263,-58.47502533975026,,
Contenedor Negro,CAMPANA 583,CAMPANA 583,-34.625717826947636,-58.47751817543246,,
Contenedor Negro,CAMPANA 693,CAMPANA 693,-34.62464265393654,-58.478017562124435,,
Contenedor Negro,CAMPANA 763,CAMPANA 763,-34.62391287221075,-58.47834755346994,,
